Results
LR
dropout2
dropout2_1
dropout2_2
dropout2_3
dropout2_4
filters
filters_1
filters_2
filters_3
filters_4
filters_5
filters_6
filters_7
num_hidden2
num_hidden2_1
num_hidden2_2
0.006180490558508506
0.11065349048505285
1
0.14939529526766093
2
0.1887808826906131
1
1
0
2
0
1
1
1
3
0
1
0.004690949835613086
0.26938144559095467
0
0.20922999727880792
1
0.19941118964184912
1
0
1
2
0
2
1
2
4
1
4
0.004875438241442336
0.2571612572841748
2
0.161134819746971
1
0.22715751037646964
0
2
0
1
0
2
1
1
4
2
5
0.00904753181067456
0.25994463125719924
1
0.25742957844286385
1
0.15126877846506295
0
0
1
0
0
0
0
1
5
5
5
0.0028026403927278623
0.1870119176293775
2
0.26284778322589675
1
0.2074743625428017
0
2
1
2
1
2
1
2
3
4
3
0.008408202789575256
0.12711443881547757
1
0.2542373678609975
2
0.28569359559275886
0
0
1
2
1
0
1
0
3
2
2
0.0033442269168518276
0.2089607739416745
2
0.1761752069207491
2
0.13691717202813208
0
1
1
0
1
2
0
0
0
3
3
0.00688125999337778
0.2788253170503921
2
0.24996215722658727
1
0.17458666123536182
1
0
0
1
0
2
0
1
3
5
2
0.008496976656451898
0.24252651682051185
1
0.16691719588072146
1
0.2682817800207157
0
1
1
0
1
2
1
1
3
2
4
0.003578078469142727
0.2894085538291769
2
0.2255431987506683
1
0.27777432795659557
1
2
1
2
0
2
0
1
3
0
5
0.009038115363885286
0.2538668505121918
0
0.24728631794836317
1
0.28000388313435565
1
1
0
2
1
0
0
2
3
3
1
0.004194834808660502
0.13708976069745693
1
0.2644772027794038
2
0.11318536352865882
1
2
0
1
0
1
1
2
0
4
1
0.008989972645052292
0.21926622164644965
1
0.24359028742511457
2
0.18623070014343746
1
2
1
1
0
2
1
2
3
1
3
0.0010157656988482408
0.2903389204823147
1
0.1585207999902527
2
0.2986545813430814
0
0
1
0
0
2
1
1
4
1
0
0.006317328908959885
0.25215174051680533
1
0.20193324654950948
1
0.21951035248348166
1
2
1
2
0
1
1
1
5
0
1
0.0037228344504692977
0.1704488201929958
2
0.1419614788268153
0
0.11351522940857246
1
2
1
2
0
1
0
1
0
1
1
0.008034512337901412
0.2019902335960989
0
0.22054081794229663
0
0.2815017322046969
0
0
1
1
1
0
0
1
5
1
1
0.005067390027407911
0.17218689949654425
0
0.1624759331439283
0
0.125949091337231
0
2
0
2
0
1
0
1
0
0
3
0.001732477097762558
0.1279596929209282
0
0.14642265195660775
2
0.21971123492341724
0
1
0
2
0
1
1
2
1
0
4
0.00702116564334754
0.12291247751930952
2
0.23174242098487752
2
0.28781745154528393
1
0
0
0
1
1
0
1
4
0
1
0.00751432694132853
0.2288638894011601
0
0.29740593165993817
0
0.16702566846884226
0
0
0
1
1
0
0
0
2
5
2
0.007276629810164069
0.2231665774459669
0
0.29717997859027134
0
0.15910688717762353
1
0
0
1
1
0
0
0
2
5
2
0.005649460072241017
0.23010507995069734
0
0.28635948996115806
0
0.16168665829025503
1
0
0
1
1
0
0
0
2
5
2
0.005716550654607517
0.23344028414905516
0
0.10500069655542245
0
0.2521623178624417
0
0
0
1
1
0
0
0
2
5
2
0.009626449658103964
0.18354754836211046
0
0.29852899309890163
0
0.16282432434952596
0
0
0
1
1
0
0
0
2
5
2
0.009907589546209163
0.15306545763855267
0
0.2968694655004638
0
0.14073168053812876
0
0
0
1
1
0
0
0
2
5
0
0.009665710104737959
0.18705977129343482
0
0.2801441399464895
0
0.17736907982063194
0
0
0
1
1
0
0
0
2
5
2
0.007697898372863644
0.15440534544760245
0
0.27637447710907037
0
0.23906600958575502
0
0
0
1
1
0
0
0
2
5
2
0.009593596894169752
0.10731933522055666
0
0.1077031694158251
0
0.1993837202599483
0
0
0
1
1
0
0
0
2
5
2
0.006504392713588875
0.18879991179267913
0
0.18871152679845354
0
0.1691053599240323
0
0
0
1
1
0
0
0
1
3
0
0.007612565309148535
0.2115725908555995
0
0.12753785569788645
0
0.18892723241078718
0
1
0
1
1
0
0
0
2
4
2
0.008272217269558159
0.17199815202839322
0
0.2995765016093951
0
0.10088078784223174
0
0
0
1
1
0
0
0
2
5
2
0.005593818309493492
0.15541998258669226
0
0.2702370289162709
0
0.14109694966029956
0
0
0
1
1
0
0
0
1
2
4
0.009142599898791579
0.19752461069691818
0
0.23700211320476472
0
0.15371669448792372
0
0
0
1
1
0
0
0
2
5
5
0.009794682514913736
0.2689160472373714
0
0.28933983379258327
0
0.20490878669874713
0
0
0
0
1
0
0
0
5
4
2
0.0025760961649780685
0.2404872703283426
0
0.19033014077756055
0
0.1898600789520851
0
1
0
1
1
0
0
0
2
5
5
5.2807799290753576e-05
0.14247619954895388
0
0.2156011104805862
0
0.12886789840171903
0
0
0
1
1
0
0
0
4
3
2
0.008721810524419603
0.17766604410170064
2
0.2697359773092203
0
0.10141385309756848
0
0
0
0
1
0
0
2
1
2
0
0.007777347694880171
0.2752642514580654
1
0.26041241803012233
1
0.1498741752637126
0
1
0
1
1
0
1
0
2
5
4
0.00660186533231585
0.29887018071064614
2
0.2859228069044445
0
0.23740562540892207
0
0
0
0
1
2
0
0
5
5
2
0.004815463635331044
0.2625974588312889
0
0.2568123940939385
1
0.17033870982339694
0
0
0
1
1
0
0
2
4
4
3
0.0072852389130234375
0.21318321467020962
0
0.20893114040707683
2
0.12264425185426775
0
1
0
1
1
1
1
0
0
2
5
0.009439587994671584
0.19635075329410276
1
0.23993917727894287
0
0.18007597579422885
0
2
1
1
1
2
0
0
2
3
2
0.006019293012909502
0.20435518405565622
2
0.17747095350552647
1
0.2102195114572737
0
0
0
2
1
0
1
2
2
5
3
0.008316631811312553
0.24325708682856947
1
0.25233078973901724
2
0.19509445849318213
0
2
1
0
0
2
0
0
3
1
2
0.008693347826908294
0.22117832883686506
0
0.12764566058255655
0
0.11321965855282802
1
0
0
1
1
0
0
0
0
5
4
0.004330594763628092
0.1827294514201536
2
0.22654090745262098
1
0.1649633520552625
0
1
1
2
0
1
1
2
5
4
5
0.005111696762102893
0.16529080748221553
0
0.29097706419220526
2
0.14899846827742103
1
0
0
1
1
2
0
0
4
2
0
0.009249812059123362
0.2848312191133121
1
0.2754632463558914
0
0.21432224084291657
0
2
0
0
0
0
0
1
3
3
2
0.006937671895121858
0.24643904878001494
0
0.19689724465600966
0
0.1340708571270213
0
0
1
2
1
1
1
2
1
0
3
Acc
0.9416000247001648
0.9768999814987183
0.9287999868392944
0.9817000031471252
0.9251000285148621
0.9807999730110168
0.9628000259399414
0.9851999878883362
0.949999988079071
0.9265999794006348
0.9606999754905701
0.9287999868392944
0.9605000019073486
0.9254999756813049
0.9384999871253967
0.9312999844551086
0.9836999773979187
0.9416000247001648
0.9189000129699707
0.9783999919891357
0.9871000051498413
0.9860000014305115
0.9864000082015991
0.9804999828338623
0.9873999953269958
0.9821000099182129
0.9861000180244446
0.984000027179718
0.9861999750137329
0.9842000007629395
0.9750999808311462
