Results
LR
dropout2
dropout2_1
dropout2_2
dropout2_3
dropout2_4
filters
filters_1
filters_2
filters_3
filters_4
filters_5
filters_6
filters_7
num_hidden2
num_hidden2_1
num_hidden2_2
0.006180490558508506
0.11065349048505285
1
0.14939529526766093
2
0.1887808826906131
1
1
0
2
0
1
1
1
3
0
1
0.004690949835613086
0.26938144559095467
0
0.20922999727880792
1
0.19941118964184912
1
0
1
2
0
2
1
2
4
1
4
0.004875438241442336
0.2571612572841748
2
0.161134819746971
1
0.22715751037646964
0
2
0
1
0
2
1
1
4
2
5
0.00904753181067456
0.25994463125719924
1
0.25742957844286385
1
0.15126877846506295
0
0
1
0
0
0
0
1
5
5
5
0.0028026403927278623
0.1870119176293775
2
0.26284778322589675
1
0.2074743625428017
0
2
1
2
1
2
1
2
3
4
3
0.008408202789575256
0.12711443881547757
1
0.2542373678609975
2
0.28569359559275886
0
0
1
2
1
0
1
0
3
2
2
0.0033442269168518276
0.2089607739416745
2
0.1761752069207491
2
0.13691717202813208
0
1
1
0
1
2
0
0
0
3
3
0.00688125999337778
0.2788253170503921
2
0.24996215722658727
1
0.17458666123536182
1
0
0
1
0
2
0
1
3
5
2
0.008496976656451898
0.24252651682051185
1
0.16691719588072146
1
0.2682817800207157
0
1
1
0
1
2
1
1
3
2
4
0.003578078469142727
0.2894085538291769
2
0.2255431987506683
1
0.27777432795659557
1
2
1
2
0
2
0
1
3
0
5
0.009038115363885286
0.2538668505121918
0
0.24728631794836317
1
0.28000388313435565
1
1
0
2
1
0
0
2
3
3
1
0.004194834808660502
0.13708976069745693
1
0.2644772027794038
2
0.11318536352865882
1
2
0
1
0
1
1
2
0
4
1
0.008989972645052292
0.21926622164644965
1
0.24359028742511457
2
0.18623070014343746
1
2
1
1
0
2
1
2
3
1
3
0.0010157656988482408
0.2903389204823147
1
0.1585207999902527
2
0.2986545813430814
0
0
1
0
0
2
1
1
4
1
0
0.006317328908959885
0.25215174051680533
1
0.20193324654950948
1
0.21951035248348166
1
2
1
2
0
1
1
1
5
0
1
0.0037228344504692977
0.1704488201929958
2
0.1419614788268153
0
0.11351522940857246
1
2
1
2
0
1
0
1
0
1
1
0.008034512337901412
0.2019902335960989
0
0.22054081794229663
0
0.2815017322046969
0
0
1
1
1
0
0
1
5
1
1
0.005067390027407911
0.17218689949654425
0
0.1624759331439283
0
0.125949091337231
0
2
0
2
0
1
0
1
0
0
3
0.001732477097762558
0.1279596929209282
0
0.14642265195660775
2
0.21971123492341724
0
1
0
2
0
1
1
2
1
0
4
0.00702116564334754
0.12291247751930952
2
0.23174242098487752
2
0.28781745154528393
1
0
0
0
1
1
0
1
4
0
1
0.009768101816145635
0.14922751508710658
1
0.29740593165993817
2
0.15232621047065373
0
0
1
0
1
0
0
0
2
5
2
0.009551148533770119
0.14847773683277823
1
0.29717997859027134
2
0.2537547009981067
0
0
1
0
1
0
0
0
2
2
2
0.009990592458618629
0.10092012085293264
1
0.295806926565906
2
0.25365258658836537
0
0
1
0
1
0
0
0
2
2
2
0.009743968389828776
0.1083007752259334
1
0.10500069655542245
2
0.25705933591223834
0
0
1
0
1
0
0
0
2
2
2
0.009967518816217335
0.10166180843486038
1
0.10712982281484704
2
0.24680817322751855
0
0
1
0
1
0
0
0
2
2
2
0.007511092665383648
0.10271913596909289
1
0.10066566898001791
0
0.24043573993133283
0
0
1
0
1
0
0
0
2
2
0
0.009853221229080677
0.10162818477589579
1
0.11843685356276233
2
0.2427396341120471
0
0
1
0
1
0
0
0
2
2
2
0.00012196779410804034
0.16039976921083282
1
0.18505139192760878
2
0.29888435315292305
0
0
1
0
1
0
0
0
2
2
2
0.005616808004888955
0.11328726485390006
1
0.2875164601026303
2
0.2370179199458066
0
0
1
0
1
0
0
0
1
2
2
0.007496099564803035
0.2342858787355068
1
0.13107719243166555
2
0.2578720149292929
0
0
1
0
1
0
0
0
2
4
0
0.006098731034462786
0.23027024169242946
1
0.1280123185094928
0
0.2637479917287085
0
1
1
0
1
0
0
0
2
4
0
0.007928078668005663
0.22508271693804355
0
0.2753434675186628
2
0.19989705659313162
0
0
1
0
1
0
0
0
1
4
0
0.00707902079329272
0.18690623904450535
1
0.13448236997114282
2
0.22632541765293243
0
0
1
0
1
0
0
0
2
4
0
0.006405005413593233
0.2682411762190937
1
0.21700928352248744
2
0.2107847072069332
0
0
0
1
1
0
0
0
2
4
0
0.008618632518993054
0.23920837561251948
1
0.18750478019731523
2
0.1846247628423
0
0
1
0
1
0
0
0
5
3
5
0.00541612536999757
0.18990242950784897
0
0.12077440804562449
0
0.16857871224921409
0
1
1
0
1
0
0
0
2
4
4
0.007876222656522203
0.21550456950165625
1
0.2049597728813013
2
0.23103085905404072
0
0
1
0
1
0
0
0
4
5
0
0.007413400570345409
0.1971210709574875
2
0.18978111290681565
2
0.2613557338186575
0
0
1
1
1
0
0
2
1
3
5
0.002598603007822281
0.28068624079241206
1
0.272393828044681
1
0.2710271064408564
0
1
0
0
1
0
1
0
2
4
4
0.004346180274635308
0.26434973756727986
2
0.17642212427969312
2
0.29145201874622817
0
0
1
0
1
2
0
0
5
5
0
0.008967284663737451
0.23581595658331062
1
0.15408807311537384
1
0.2101988051756201
1
0
1
1
1
0
0
2
4
4
3
0.009399652524351371
0.2471965572430814
0
0.1706670560376073
2
0.25014279972774306
0
1
0
0
1
1
1
0
0
3
5
0.006054327864369674
0.2769379202873104
1
0.23867317554217365
0
0.1934433250680595
1
2
1
0
1
2
0
0
2
4
2
0.008407497604700427
0.296556539876274
2
0.11347079211942031
1
0.27252399402335337
0
0
1
2
1
0
1
2
2
2
0
0.00757366146389131
0.17697254958677244
1
0.13836166813970885
2
0.23465544419106057
0
2
1
1
0
2
0
0
3
1
3
0.008669563497795553
0.2071290768456457
1
0.1957743722298813
2
0.1753169098915886
1
0
0
0
1
0
0
0
0
5
4
0.0067144641271054155
0.21793003349170784
2
0.21220267478560706
1
0.22106252362895348
0
1
1
2
0
1
1
2
5
3
5
0.00925276896462572
0.25685131884253515
0
0.25736964366720605
2
0.29960501377533627
1
0
1
0
1
2
0
0
4
4
2
0.005700673042705
0.1543202841593014
1
0.2881268879511103
0
0.1585990554189196
0
2
0
1
0
0
0
1
3
0
0
0.0047406489410944655
0.13459099286410944
1
0.17810534570656122
2
0.2913432686539744
0
0
1
2
1
1
1
2
1
1
3
Acc
0.5705000162124634
0.621399998664856
0.5587999820709229
0.6481999754905701
0.5321999788284302
0.6657999753952026
0.5687999725341797
0.6466000080108643
0.5680999755859375
0.557699978351593
0.582099974155426
0.5561000108718872
0.5819000005722046
0.4952000081539154
0.5807999968528748
0.553600013256073
0.6452999711036682
0.5583999752998352
0.4964999854564667
0.6342999935150146
0.6607000231742859
0.6665999889373779
0.6782000064849854
0.6682999730110168
0.6723999977111816
0.6617000102996826
0.6675999760627747
0.2563999891281128
0.6474000215530396
0.678600013256073
0.6083999872207642
0.6590999960899353
